"path","lines","sha256","review_method"
"src/menhir/api/oauth.py","726","c16d554e8fcc3bea098042abbb1eb40ec05c2154ae094f306ee5fad0aa40ff42","AST parse + structural scans; risk-selected manual trace"
"src/menhir/api/request_context.py","71","70a80d259c752329e0052a1770cb5629e6dee2b7a6b5f2e59744d3b570b58f44","AST parse + structural scans; risk-selected manual trace"
"src/menhir/api/routes.py","1085","9a2837bcd84d26603c8b8a8b007feaaedc51ecfebce69361128f1247928648c3","AST parse + structural scans; risk-selected manual trace"
"src/menhir/api/server.py","216","7f293b8672431f4f28306b4b786b1ace579e4ed28a94b5682d87b831861fe09b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/__init__.py","549","356eff1f4b59e306bfc9bf99fc20061211c01bd1f93b74a05e0372dbf8cc67f8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/__main__.py","5","90a1042df1a5950c706f532baebee08357088f236feeae333ea56c990599e19b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/_backend_context.py","45","995ba519b77e45aef2b35e8c006d269ea9a216734e12791ae56957961e922c81","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/bootstrap.py","88","8251b1a116cc4804e2242dd1b6809a5e9fe82ef0a518c90ae73a0fd9c5853f81","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/hook.py","410","097fe9a1ff5c385e1d249ff4aa0bbe3b12b23ac897853ef95d04c3e2222b1adb","AST parse + structural scans; risk-selected manual trace"
"src/menhir/cli/output.py","291","9b07550b449f2c411ac065d3aaa2d7178dcd28bf7afe52c2aa565131ce5810b8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/config/__init__.py","6","548addbe344f60e1d0338b302fb3c8ba5d36e1c715d30fb5e4c04a5a184acc3a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/config/feature_scope.py","43","a457bcf073dc2c68f200799d7cfd30435b244a3fc955124cc0db3d225608bede","AST parse + structural scans; risk-selected manual trace"
"src/menhir/config/settings.py","446","a66c571d1c4146d68dd9cf4468230e61cbfff772b47beda69a5c5db663355a0e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/__init__.py","27","0e8fbca92ff103024723535b653c1a6caad6e497348b405c412839294266d455","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/backend_impl.py","1628","41f2d0f108d7dd0a049ba445a15c05b2821e12c27734902370507bbf22288fe2","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/backend_protocol.py","556","837f06334bee54a87ae755d8c7d576b7c09e5e8dc2c1085bd43a566d1416c215","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/bootstrap.py","281","1f30215fcb08091350b7675c5a0584e24999726d09fbb6828580769eeaf4c526","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/ingest_guard.py","74","526f5d432d550742fc3e55a69c5ddcedc4639a76fb12ffbdc4b2612b63655b6d","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/runtime_preflight.py","452","224a7d09f44a423d3637538c6cbc97831c8b4967c508d938bded0808123c306b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/core/runtime.py","653","592ce3215658e4a89c6fecdcda1180dab97a7b3db313ae558095eb704e497663","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/__init__.py","97","133a28bf7765bc2a5c5070d4286d71c828fce661b14cfacb8eb8018553af8aaa","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/artifact_role.py","83","2007e2ff893c162cd6c63fb2ed14abad64147031744ae51a9b16ae97a0728d44","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/artifacts.py","133","945f532c8efd53b41be1ed22c5ffebd67949555dce6155973669bd4f64fa1d98","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/belief_evidence.py","77","c9ad78f2e0fbedf10ee62c390f67725d0ab60bfc57fde524e313fea7c60f58bf","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/belief.py","414","19de0db5c40bf93d1e334a09aeac1c23bf27d882990f2a7a2f63a11505205f6b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/brief_builder.py","179","b0c6543d946727603a255fa291ba2eadbc16e8a4667696c2cb5cdfc86ac535f6","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/diversity.py","115","a20d806dd20539fe37b0a84d3fa98ab053f19645e4335fd0532550c51bf5dc40","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/edges.py","30","b3de735a58714e174118467b7eb879f4fe7603bab696d36997fbfd2f63f9ae82","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/exhaustion.py","107","9f2cb8dcfd620a5a0adc602dade1f74802d2674311bad62144c3e8764f99805a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/facet_candidate_source.py","87","2924b0eb8b5f6aa07d535cca1a1006a92543d5defdda03f688b2ca94fc3478af","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/facet_derivation.py","134","798d80e31e7d10de8b28da79489daf6f235242ba9cf2b51641e9af571f77a9da","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/facets.py","251","9c4bfb059c42457ed9e36986d8e9069ef6c6b313cb301416cdab60b5ca7084ae","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/fold_algebra.py","268","576235057c3a44455c6c0b0cdb665286b201eab46b7edacf1a056c2e0586ea26","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/git_staleness.py","194","252e637b0a6c2f703d75bc526da9cad18203ee8329f56e4a7b2fa9612db7d0ae","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/ingest.py","25","416057390ebcbf1daa890a3fc8c8ffec1c99bb68f1bce4986de40e4dade777d4","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/intent_affinity.py","151","a52d95ce52da8794c0a3a90d2ff33d64bbfcd5d090daf97f6e978156c80ecd5f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/memory_types.py","223","832fb6c6478dcc2e75f8e407f1f81da81975e34063f0a491db7265b37b4f6f9e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/models.py","75","a8ddccf61e7c470e06f514ab605d054693a3ef54592e0442d3bca2c2a7805727","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/namespace.py","62","48f4cc85d132a3a9f7bb6ea75963e89010ad5772f43a0bb20a5a0cd5eff3500c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/oracle_combiner.py","193","f7e4e261748c92c8f68b77611d332e0c75f479bfcc4e4b33c8d4a0e9ff4983e7","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/oracles.py","144","d69fd4db94d86055398e4773c05da021882edf179dbf69396a1f612097dc5786","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/query_intent.py","137","5fd4f4f69647ba68f4c766d3143f2d80479da0ab697f2b965cb05711ff1f385c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/recall.py","151","d9c187cd064993cf7a4dbaf1b9693957cd6cdfe6a7bdbf5d52a67a330a2df10a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/repo_snapshot.py","95","b3c916506c4873aff5f46e7984113cbe894c2d186cde20b389de0024ba603161","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/retrieval_trace.py","146","b36912110a4fb0dacfc3b92f139cc9014a9d6bd659777bffb8ef202f250506e3","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/retrieval_tuning.py","201","626f6749517baa3d5094e40a2a6efcefa6a1e7895743c7c761a5d6aeb73b74fb","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/scope.py","46","9c271044912bf9c2b0965aa92fc676f3c3d3e0de0a37c9b49dc5b330a32b5271","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/self_reinforcement.py","132","4941e5eb9d713c99d7a02beec16cef541b29a7ab521ec596679bf3fac806b4ca","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/session.py","37","9b7bda067f2e5022f36fed31d16e060c12a4aa31760a8962ec0bf87a6c1d6a66","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/structural_expansion.py","126","eacdad573fca71d82611d9d342e99e54799f7e74cb53debef5b03866641217d8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/structure_temporal.py","174","f5644fbc3d0a9389c5559009ad6a34917849446303cc099a9e79bba39fd60fac","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/temporal_intent.py","64","ef84c4986455ba947ee4c3e73aaeef5daf5dfad427a4cd9fb5195414d60d65d6","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/temporal.py","188","896f86275a073585a4df815fb367215336d0c30d0e51725fc84c5512af6cf182","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/truth/__init__.py","51","93723995c6e14cf2482f710d1bf621f792fb9540aa3c332c1eea37a86bd2e9c9","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/truth/attestation.py","210","b8eb773ff3e904fd3dfc48270cbba938abf33ab17d3baea086105955e1e17bec","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/truth/kinds.py","105","86e3f597e0a21d6c75e06af87796d25da8295fb412260bf7fb0bf7203590e54e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/truth/labels.py","27","d1efadf350680f05b4ae32d2f5385e39f8dcd7d93e57228823f7b6029979f80a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/utils.py","71","08b2026ea5de7ce131650d226841888560e63d054fcabb66fdf1a4420f695f2f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/domain/warden.py","310","80077b89f1862d4da8b70bfc462e1057795c2e5aea4b6f505493f99815e86b4e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/explorer/__init__.py","5","e0a6de74abc67d81e1a4bbeb4459a2b1887c4bd63ac8fa168fefd3840907407e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/explorer/app.py","733","c236b4f825e5c52c469e27dc24e555d2cfcdd53f85aae638f219d2ddb69decb4","AST parse + structural scans; risk-selected manual trace"
"src/menhir/explorer/feature_taxonomy.py","95","d344499e8adec0bdfeafec71f5aea9dad6e91861b7d4d2f2256509e3629f83f2","AST parse + structural scans; risk-selected manual trace"
"src/menhir/explorer/static/explorer.css","1","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","text scan + endpoint/asset contract trace"
"src/menhir/explorer/static/explorer.js","227","3cb49439e4fb3f9517caed67bff858aae67ff53ca9703ac580226c79d498dda9","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_candidates.html","55","268dba608038ba0989fde76da05887b9fcc2b8206c2a3455f75101272a1f1f20","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_detail.html","89","ddb6487c9961fa7b3f8aede08054d22825a9432abe62e12fda0388421c5caf1e","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_entities.html","23","8fdc7ae326815ebd8f40375528e854db065404362859b8457a11f61e97f77eec","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_episodes.html","24","82d9eaa1eb704db15be8abbe649792964f27eafda1b9acaa77cff4bba16f421d","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_failed.html","26","01edc07de09785fde8335e85c57ba2420396fb030632e4e538c97d475dbbc58f","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_flagged.html","18","1a1a2e14b097c69a6c10e03f2e5bae065c3056b2c3d5c7d843a28a5038f412d2","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_mcp_events.html","28","3fe32d09a5e4a6fe57eb0777840aa54ab7423e3a3ff9823dfc8bee631b173770","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_pending_actions.html","28","30df8a7f3cc4fa31e52691d974d5d7a3aab235065855420e3a2d460541452ae7","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_queue.html","29","80aaec02263a39cde490fe4e562fd08aa26dbbae23f6c01ea61b292e07582a11","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_recovered.html","20","db5253bd1bebcdce76372a2e490535869dfa3504bf648fbd76fbd156d40e36fe","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_session_detail.html","25","70d19dabd3aa236b16773cc9395e14fa2d54890dd4ed728be2c1ae1ba4fd5cb9","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_sessions.html","20","f67ee52995bcaa5f55894af2e46c00bd284e5f2b1ed7d988af467c5b152227bb","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/_successful.html","26","7101e38c00b520563f9197b31028b8eb934b54844dfa51ab5b3afff604c24743","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/base.html","333","f856f8d262b0e823ba22641f071b494262165e0c811a58135d5fd60836d9bc9c","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/features.html","272","d99b60cb1681e3a27d6243a0be4d029036a1631598a64f56fde511b84720fa38","text scan + endpoint/asset contract trace"
"src/menhir/explorer/templates/index.html","67","55acd1c818ca6ae71c1de9c3d3738998bb0c800a57774f34c0dd368ec32d0168","text scan + endpoint/asset contract trace"
"src/menhir/infrastructure/__init__.py","27","dd5920e27024c20cdf1724b54c77a19a88d4235304942619d547dbffa0d9c188","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/artifact_repository.py","293","788a97f27b318999336fec00df92fac78053a3560040a38a23d946806fa37c1b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/candidate_repository.py","258","a35402b29e5f00d7e317dde3b34985787c84ee1ec849963fd07b13d99e05efb0","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/circuit_breaker.py","220","4afa6a0762aa705231df590341cd8a106c0f08f84bc64b3a71f6dc54d9c1da4a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/consolidation_queries.py","892","6c393b2426ad937236d5fca66a649a5c47ff8fc05fafffc9f46d362703c5327f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/correlation_queries.py","347","3b40ef56ed4afa0dfeae40ec593764473c3ea4e8a068f92cd9d500b667d8de03","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/cypher.py","431","b02c0c185099aec56dfd62d08a88a14af378920d0057748e50b1911ab2546f49","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/embedding_cache.py","55","399080c5daaa7d5afcb7833ecbf9914f0c220f2302ea5211e31d85eea96b44ac","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/embedding_dimensions.py","245","0aa38cf5167c3cde3aaa525034c1e60b2ca7290e11ca4503fe22a79c14cf196f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/episode_lifecycle.py","541","a56c204d593a6e1053366688174c57ba58aff1a07ff963dfa23c2706f2741d7d","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/episode_maintenance.py","411","6351500c07155d9515deda339f8658984a9296381f041867c8844e6b192d2f0f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/episode_repository.py","32","01994474ff5c9455d1563956d7f7aac236b236fce4b296103f065264b166a74a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/episode_stamping.py","321","e127f5a0193ef91636b05d89df7464a20b1d45787c33b3f2f518bd358f606931","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/facet_graph_reader.py","76","ae73decdb1292af1dde1d0ea4e6c4565059aa0b0550e369bd0cf448b54a87645","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/git_log.py","189","ca05847d56713ad7abd7b30edb34e63672f82f05b261188b7de4cc04d165b855","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/graphiti_client.py","1194","c9d276e1285b9c7902241cf59055ab1155390f65c013e4577757690e638c2e79","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/graphiti_helpers.py","156","eedbd5592230c05bb61fac035048bea847c3b391cd138435a97f80a561db05aa","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/graphiti_patches.py","638","78f19a0d1e20b6cf2a4279891506c0a51d025f442ddbbd77d1c52ead9c675c2d","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/llama_endpoint.py","464","8b354fbff0b412f1845ca49c58e6ebec200fa91ef30da926283cb1c3cd049c57","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/llm.py","314","c0d6f8258575c85a3c907ba41eaab63390894901808b4d07a4d2fd8b8311566c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/logging_config.py","160","77495a24046a90e9b661ffa408f05ff6228797a123be520c1442ede0e85de5dd","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/memory_graph_adapter.py","1115","339da47f6f78eec0a48b3b5369a5c215852d295b1157a862d18058d604ac389e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/memory_queries.py","386","2a110a82ffcae032e9e4f0748e3eae6a6fd4b6db2faa55f0cc8e2c11da3c6522","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/neo4j.py","98","eb4eb7f3006bc6cc3d55593d72a5e6b9424a36ad749533472dc8855ede7e5da8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/observability.py","280","835fe6d2f7e268d74a0d9d2f731eecdb50bd5ac2ba4d75d976b467560a0dbee8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/paths.py","118","9ffc31b2e8daaaee9c91cee6ab1c7eadb42c9df2f9ab7553caba9bd8fc726c5c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/pending_actions.py","166","80f01f1b493ccc869e3d5618bdd2504b2e4ac80ac479a7f9dcf5fe97c4a37ea9","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/personal_memory_queries.py","66","78c40461fc70a2c73048679a2f9f4a7b22812f75795740083f0927adf9eaf402","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/project_scanner.py","1143","ae957021c6b6abf3c0b29b89fe7b7123d1db2862a485b8a06c707bb9be9d9cfd","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/providers.py","322","ea9a6aa3426b682461b8ae5a46e187a1943411d5937dbef8a5d415c2ecf5d08a","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/quantstate_repository.py","24","2915c939a57468e31777bf17611c51e6cfbc345d5f45e54e270949d8794c7da1","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/scheduler_trace.py","171","1fd79b4f5dd26365a1f99eb0f8718dca4f9f72588db020a9d83fdd3dd02eb9b2","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/schema.py","260","a3e70f41c40faaa5767e55d5abda8a05de52a7c9d4ad32b5c049999e24564df1","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/structural_anchoring.py","239","a792526968dc8fcdeeac63627130a67fe8a1b25fbc59a7680b3f7b94f4e372c4","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/structure_queries.py","1430","4b79432d28a3dda0a20094d182e6791d216b23b50ee808ed6dc92ad8bbfc9432","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/sync_llm.py","57","b6f7b16bb743b2a02670aba6ffc3968d7503bffb4e9fc85bcf0936035eb38422","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/telemetry/__init__.py","32","cf6c266b2d3261efa678aa329b6f180452e98dc922628c72f73ad801c006550c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/telemetry/recorders.py","281","39d724eb70e25a4469f9b275d62f486d2aa4ee251147171a8eb23738843932d9","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/telemetry/store.py","1476","01b583a07acb3b81ecd76d1b95dedda4dd2628edf2260baafb77f56938e2b650","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/temporal_repository.py","132","7513bed0bb44a81839c94c1e5db07671b1b91ac0b852dd71707f7745d1e2d2ef","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/todo_repository.py","380","05d4a66018268504aba81ca1b80d7e62e3529d586d8fb62554bbd3491e848ca8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/tool_event_repository.py","400","ff71e7f9491e0ce67004d6d110692e2112ed88dd989af4d7f6f73dc07d70be5e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/turn_evidence_repository.py","253","8e7380e290e697df3f95ad7e6868bd3dfd921270330e075a87c13b7c8f3f4346","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/verifier_repository.py","146","7c8e256432bae4261c332b3971ceb697c1df9b9cf45c37ce7f078b76bef29925","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/view_embedder.py","78","33ac16c31487e06a88241d0954b51eced8461a2939405a537c59f74a5ac6694c","AST parse + structural scans; risk-selected manual trace"
"src/menhir/infrastructure/view_repository.py","541","3baf0e8300729bdf891a2dc574045d3e3a4cade0cc1c7830b222ca653ac34b35","AST parse + structural scans; risk-selected manual trace"
"src/menhir/main.py","14","c9196eb1bf7d7a115a0692e24f727b54c3b8e557f76f2358cd1398fdd462c944","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/__init__.py","1","f618da6f2ad45a18b120b9259a94c20f71e5e3f18429cc9bc8eda4ec8da42f9f","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/contracts.py","351","90152914be09f3940ccb7dad2bf1e1585a7e5bf10644b7a20b551ca811108dcd","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/feedback.py","95","717f9d6a05beb349ce959f2ec119e7f38ee91f53343d42be0f416f30be19c794","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/formatters.py","553","e514c0477ab9b3ea3ce961cc7392a81b1aa6a8284f103dec8df3a3b95288a8b5","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/lifecycle.py","76","ab85ccf63a74062b3bbf2e6b7ab8453a2f58f7ae1bb8cf9b9ce71ebf88853da3","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/resources.py","521","a43ef359c23a7e636fe8c4a853f0794ac3307ecc88214041cef4447f279f2fda","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/server.py","68","786fb365c9981e59886f6bf50fc66c131b873bea59f9fb7d6b02278a8d564280","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/service_access.py","225","4d3f51ef996c262ea80b8d1a1a3e04589f7f16783683b8192bd9f8a3fb45f7a0","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/telemetry/__init__.py","30","ba3d49497077620a7f6ae2abfaddbbb82327841aaf14c83a0454ec2351ab0553","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/telemetry/tracker.py","107","829e9ba3437349c00825320d319a504d16ba314f15431d1f6ded10d9060e8de9","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/__init__.py","22","a8be7371d7b4523d54fe0d30b074670f29ac40e0b6e59bab863b466786b02341","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/base.py","7","0a15e746b153aa1bd12ffb5348819f591b039f8ca73c8ceb7a463f496fb1a962","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/__init__.py","9","670d2e2287f755cb184e289c474a9c3e82b93ed49a0ba5ee2cfd152a72333f4b","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/list_conflicts.py","82","a8f47d82829d8e0f17e3799a7c91ba4ddd1833ea4582314b32b32e09a2680ca8","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/requeue_for_review.py","46","654f585a9af0921c85f74c4692e80b54fa1ca66b8016504d980ed34335934ba0","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/resolve_conflict.py","269","0fbe5586c613cc71ca7308a3703abcd5775dd7f997dfbb0a62c62bf4a0938b18","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/run_llm_review.py","33","83833473025ae6fec48f7dd45abfc5744de60a252eec2168a0465bed1ffbcda6","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/conflict/scan_conflicts.py","37","9e2e85492bac18d2e8319597aefb55917dddb6b624be82b4a7facfc70a2384f4","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/ingest/__init__.py","13","22eb53502c8344b22862002d92e5ddc874a5aaa92e2fd20e71cc60232c319e4e","AST parse + structural scans; risk-selected manual trace"
"src/menhir/mcp/tools/ingest/add_candidate.py","123","27c8b3a11d1ee675379539fc78884557d1647c4c54778e515d08ed25792f1765","AST parse + structural scans; risk-selected manual trace"
